employee_id,name,gender,discipline,department,code,location,title,supervisor_id,supervisor_name,project_id,project_name,role,SQL,Python,Java,Scala,Apache Spark (PySpark),Apache Spark (Scala),Apache Spark (Java),PL/SQL,PHP,.NET,DevOps,MLOps,DB Oracle,DB Teradata,DB SQL Server,MS Analysis Services,Oracle Hyperion Essbase,SAP BW,Dataset SAS  (SAS Base / SAS DIS),My SQL,DB2,MongoDB,Elasticsearch,Exalead,Apache Solr,PostgreSQL,IBM DataStage,Informatica PowerCenter,Informatica Data Integration Cloud (IDMC),Oracle Data Integration (ODI),MS SQL Server Integration Services (SSIS),SAS Data Integration Services (DIS),Qlik (QDI),Data IKU,Talend,Denodo,Dremio,Apache Kafka,"Hadoop Cloudera / Hortonworks Platform (Hive, Hbase, Impala, Oozie Parquet, BigSQL, Spark, Yarn, Apache Nifi, …)","IBM Big Insight (Hive, Hbase, Impala, Parquet, BigSQL, Spark, Yarn, …)",Palantir Platform,Databricks Platform (inserire le funzionalità native di D.),Snowflake,SAP S/4 HANA Platform,SAP BW,Suite Informatica Data Governance,Informatica MDM,Informatica ILM Data Masking,Suite IBM Data Governance,IBM Optim Data Masking,IBM MDM,Suite SAS Data Governance,Suite Irion Data Governance,Suite Collibra Data Governance,Suite Ab-Initio Data Governance
8794,Matteo Bianchi,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,8196,Iniziativa Ulisse,Senior Consultant,Master,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Beginner,Novice,Master,Beginner,Experienced,Beginner,Novice,Novice,Novice,Master,Beginner,Beginner,Novice,Novice,Novice,Beginner,Master,Master,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8430,Emanuele Romano,M,I&D,AI and Data Engineering,IT01PR45,BOLOGNA,ANALYST CONSULTANT,9550,Valentina Marini,8381,Sistema Teseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9102,Claudio Gallo,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,11350,Iniziativa Leone,Big Data Engineer,Experienced,Experienced,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,,,Experienced,Beginner,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Beginner,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,,,
9054,Vincenzo Greco,M,I&D,,,ROMA,CONSULTANT,7112,Alberto Conti,12466,Iniziativa Perseo,Data Engineer,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Beginner,Novice,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
9248,Simone Ferrari,M,I&D,AI and Data Engineering,IT01PR45,BARI,ANALYST CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Data Analyst & Data Modeler,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,,,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8995,Veronica Fontana,F,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Data Engineer & ETL Specialist,Master,Experienced,Beginner,,Novice,,,Master,Experienced,Beginner,Novice,,Master,Experienced,Beginner,,Novice,,,Beginner,Novice,,,,,Beginner,Master,,,Beginner,Novice,,,Beginner,,,,,Novice,,,,,,,,,,,,,,,,
8591,Raffaele Bruno,M,I&D,AI and Data Engineering,IT01PR45,MARCON,SENIOR CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Data Engineer & ETL Specialist,Master,,,,,,,Experienced,,,,,Experienced,,,,,,,,,,,,,,,,,Master,,,,,,,,,,,,,,,,,,,,,,,,,
8280,Raffaele Fabbri,M,I&D,AI and Data Engineering,IT01PR45,ROMA,MANAGING CONSULTANT,7112,Alberto Conti,7865,Piattaforma Saturno,Engagement Manager e/o Project Leader,Master,Beginner,Novice,Novice,Beginner,Novice,Novice,Master,Beginner,Novice,Beginner,Novice,Master,Experienced,Experienced,Novice,Novice,Beginner,Novice,Beginner,Beginner,Beginner,Novice,Novice,Novice,Beginner,Experienced,Experienced,Beginner,Experienced,Beginner,Novice,Experienced,Novice,Novice,Novice,Beginner,Beginner,Beginner,Beginner,Novice,Beginner,Beginner,Beginner,Novice,Novice,Novice,Novice,Beginner,Beginner,Beginner,Novice,Novice,Novice,Novice
9537,Alessio Greco,M,I&D,AI and Data Engineering,IT01PR45,MARCON,ANALYST CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8967,Francesco Fontana,M,I&D,AI and Data Engineering,IT01PR45,TORINO,MANAGING CONSULTANT,7112,Alberto Conti,7613,Piattaforma Achille,Data Engineer & ETL Specialist,Master,,Beginner,,,,,Master,Beginner,Experienced,Beginner,,Master,,Master,,,,Beginner,Experienced,,Beginner,,,,,Master,Beginner,Beginner,Beginner,Master,Beginner,Novice,,,Beginner,,,,,,,,,,,,,Experienced,,,,Experienced,,
8679,Giuseppe Colombo,M,I&D,AI and Data Engineering,IT01PR45,MARCON,CONSULTANT,7112,Alberto Conti,8220,Iniziativa Nettuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8675,Enrico Costa,,I&D,AI and Data Engineering,IT01PR45,BOLOGNA,ANALYST CONSULTANT,9550,Valentina Marini,8612,Iniziativa Edipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,Enrico Mancini,M,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Data Engineer & SW Developer/Specialist,Experienced,,Beginner,,,,,Novice,Novice,,,,Beginner,,Novice,,,,,Beginner,Beginner,,,,,,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9184,Domenico Ferrari,M,I&D,AI and Data Engineering,IT01PR45,MILANO,MANAGING CONSULTANT,7112,Alberto Conti,9711,Sistema Saturno,Big Data Architect,Master,Experienced,Beginner,Novice,Beginner,Novice,Novice,Master,Beginner,Novice,Beginner,Novice,Master,Experienced,Experienced,Beginner,Novice,Novice,Novice,Beginner,Beginner,Novice,Novice,Novice,Novice,Experienced,Beginner,Experienced,Beginner,Novice,Beginner,Novice,Novice,Novice,Beginner,Experienced,Novice,Beginner,Experienced,Beginner,Novice,Beginner,Experienced,Novice,Novice,Experienced,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice
9285,Alessandro Rinaldi,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Data Engineer & ETL Specialist,Experienced,Beginner,Beginner,,Beginner,,,Beginner,,,,,Experienced,,,,,,,Beginner,,,,,,,Experienced,,,,,,,,,,,,,,,Novice,Novice,,,,,,,,,,,,
9178,Giuseppe Bianchi,M,I&D,AI and Data Engineering,IT01PR45,MILANO,MANAGING CONSULTANT,9550,Valentina Marini,11132,Programma Demetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9794,Chiara Giordano,M,I&D,AI and Data Engineering,IT01PR45,TORINO,ANALYST CONSULTANT,9550,Valentina Marini,8612,Iniziativa Edipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9386,Alessandra Ferrari,F,I&D,,,ROMA,CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Data Engineer & ETL Specialist,Master,,,,,,,Experienced,,,,,Beginner,Beginner,,,,,,,,,,,,,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,Emanuele Fabbri,M,I&D,AI and Data Engineering,IT01PR45,TORINO,SENIOR CONSULTANT,7112,Alberto Conti,7809,Sistema Zeus,Data Engineer & ETL Specialist,Experienced,Novice,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Novice,Master,Beginner,Experienced,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice
8834,Giuseppe Bruno,M,I&D,AI and Data Engineering,IT01PR45,MARCON,ANALYST CONSULTANT,7112,Alberto Conti,7865,Piattaforma Saturno,Data Engineer & ETL Specialist,Experienced,,Experienced,,,,Beginner,Beginner,,,,,Experienced,,,,,,Beginner,Beginner,,,,,,,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9137,Davide Greco,M,I&D,AI and Data Engineering,IT01PR45,ROMA,MANAGING CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Engagement Manager e/o Project Leader,Master,Novice,Beginner,,,,,Experienced,,Beginner,,,Master,,Master,,,,,Experienced,,Novice,,,,,Experienced,Novice,,Experienced,Experienced,,,,Experienced,,,,,,,,,,,,,,,,,,,,
9793,Luigi Ricci,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,8813,Progetto Dedalo,Data Analyst & Data Modeler,Master,Novice,Beginner,,,,,Experienced,,Beginner,,,Experienced,Experienced,Experienced,Beginner,,,,Beginner,Experienced,,,,,Beginner,Novice,,,,Novice,,,,,,,,,,Beginner,,,,Experienced,,,,,,,,,,
8810,Enrico Marino,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,9925,Piattaforma Grifone,Data Engineer,Experienced,,Experienced,Master,,Master,Experienced,Beginner,,,Experienced,,,,Beginner,,,,,Beginner,,Novice,Novice,,Master,,,,,,,,,,Beginner,,,Master,Master,,,,,,,,,,,,,,,,
9830,Marta Rizzo,F,I&D,AI and Data Engineering,IT01PR45,BOLOGNA,ANALYST CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Data Engineer & ETL Specialist,Beginner,Novice,Novice,,,,,Beginner,,,,,,,Novice,,,,,,,Novice,,,,,,,,Novice,,,,,,,,,,,,,,,,,,,,,,,,,
9840,Giulia Romano,F,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Data Engineer & ETL Specialist,Experienced,Experienced,Beginner,Beginner,Novice,Novice,Novice,Beginner,Beginner,Novice,Experienced,,Experienced,Beginner,Experienced,,,,,Experienced,,Beginner,,,,,Experienced,,,,,,,,,Experienced,,,,,,,,,,,,,Experienced,,,,,,
9125,Elisa Fabbri,F,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,7112,Alberto Conti,8641,Piattaforma Andromeda,Data Engineer & SW Developer/Specialist,Experienced,Experienced,Beginner,Beginner,Master,Novice,Novice,Novice,Novice,Novice,Beginner,Experienced,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Experienced,Novice,Beginner,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
9024,Giuseppe Bianchi,M,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,7112,Alberto Conti,8338,Piattaforma Orione,,,,,,,,,,,,,,,Experienced,,,,,Novice,,,,,,,,Experienced,Novice,Experienced,,,,,,,,,,,,,,Beginner,,,,,,,,,,,,
10638,Serena Barbieri,F,I&D,AI and Data Engineering,IT01PR45,TORINO,ANALYST CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Data Engineer & SW Developer/Specialist,Experienced,Beginner,Beginner,,,,,Beginner,Beginner,,,,Experienced,,Experienced,,,,,Experienced,,Novice,,,,,Experienced,,,,,,,,,Novice,,,,,,,,,,,,,,,,,,,
9453,Marco Romano,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,ANALYST CONSULTANT,7112,Alberto Conti,9601,Programma Orsa,Big Data Engineer,Experienced,Experienced,Beginner,Beginner,Experienced,Beginner,,Beginner,,,Beginner,,Experienced,,Beginner,,,,,Beginner,,Experienced,,,,,,,,,,,,,,,,,,,,Experienced,,,,,,,,,,,,,
9664,Claudio Marino,M,I&D,AI and Data Engineering,IT01PR45,MILANO, CONSULTANT,7112,Alberto Conti,10625,Piattaforma Cerbero,Big Data Engineer,Experienced,Experienced,Novice,Beginner,Experienced,Beginner,Novice,Experienced,,,Beginner,,Experienced,,Experienced,,,,,Experienced,,,Experienced,,,Experienced,,,Beginner,,,,Beginner,,Novice,,,Beginner,Experienced,,,Beginner,Novice,,,Novice,Novice,,,,,,,,
6720,Alessio Lombardi,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,12096,Piattaforma Falco,Data Engineer & SW Developer/Specialist,Experienced,Beginner,Beginner,,Novice,,,Beginner,Beginner,Experienced,Beginner,Novice,Beginner,Beginner,Experienced,Experienced,,,,Beginner,,,,,,,,,,,Experienced,,,,,,,,,,,Novice,,,,,,,,,,,,,
9375,Raffaele Greco,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Data Engineer & ETL Specialist,Experienced,Novice,,,,,,Experienced,,,,,Experienced,Experienced,Novice,,,,,Novice,Beginner,Novice,,,,,Experienced,,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,
9327,Valerio Bianchi,M,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,7112,Alberto Conti,9222,Progetto Dragone,Data Engineer & ETL Specialist,Experienced,,Beginner,,,,,Beginner,,,,,Beginner,,Experienced,Novice,,,,,,,,,,,Beginner,,,,Experienced,,,,,,,,,,,,,,,,,,,,,,,,
8628,Elena Giordano,F,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,7112,Alberto Conti,8641,Piattaforma Andromeda,Data Engineer & ETL Specialist,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Beginner,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8898,Marco Giordano,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,CONSULTANT,7112,Alberto Conti,11132,Programma Demetra,Data Engineer & SW Developer/Specialist,Experienced,Experienced,,Beginner,Beginner,Beginner,,,Novice,,Experienced,,,,Experienced,,,,,,,Master,Master,,,Experienced,,,,,,,,,,,,,Beginner,,,Experienced,,,,,,,,,,,,,
8800,Marta Fabbri,F,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Data Engineer & SW Developer/Specialist,Experienced,Experienced,Experienced,,Novice,,,Novice,,,,,Beginner,,,,,,,Beginner,,,,,,Beginner,,,,Beginner,,,,,,,,,,,,Beginner,,,,,,,,,,,,,
8935,Domenico Conti,M,I&D,AI and Data Engineering,IT01PR45,BOLOGNA,CONSULTANT,9550,Valentina Marini,5749,Sistema Plutone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8935,Domenico Conti,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,9550,Valentina Marini,9399,Sistema Sirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8964,Enrico Caruso,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,7112,Alberto Conti,8641,Piattaforma Andromeda,Data Engineer & ETL Specialist,Experienced,Beginner,Novice,Novice,Experienced,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Experienced,Experienced,Experienced,Novice,Novice,Novice,Novice,Experienced,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
9183,Vincenzo Ricci,M,I&D,,,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,11805,Progetto Era,Data Engineer & ETL Specialist,Master,Beginner,Beginner,Beginner,Beginner,Novice,Novice,Master,Beginner,Beginner,Beginner,Novice,Master,Master,Master,Experienced,Experienced,Beginner,Beginner,Beginner,Master,Novice,Novice,Novice,Novice,Novice,Master,Experienced,Experienced,Experienced,Beginner,Beginner,Experienced,Novice,Experienced,Novice,Novice,Novice,Beginner,Experienced,Novice,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Beginner,Novice,Beginner,Beginner,Novice,Novice,Novice
9539,Stefano Rizzo,M,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,7871,Iniziativa Grifone,Data Engineer & ETL Specialist,Master,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8716,Davide Conti,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,CONSULTANT,9550,Valentina Marini,10605,Sistema Gabbiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,Valentina Bianchi,F,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,7879,Progetto Venere,Data Engineer & SW Developer/Specialist,Experienced,Beginner,,,,,,Experienced,,,,,Experienced,Experienced,Experienced,,,,,Experienced,,Beginner,,,,,Experienced,Beginner,,,Experienced,,,,,,,,,,,,Beginner,,,,,,,,,,,,
9581,Veronica Ferrari,F,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,7865,Piattaforma Saturno,Data Engineer & SW Developer/Specialist,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,,,Experienced,Experienced,Experienced,Beginner,Novice,Novice,Beginner,Beginner,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8739,Alessandro Ferrari,M,I&D,AI and Data Engineering,IT01PR45,MILANO,SENIOR CONSULTANT,9550,Valentina Marini,10605,Sistema Gabbiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,Riccardo Bianchi,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,7112,Alberto Conti,8338,Piattaforma Orione,Data Engineer & ETL Specialist,Experienced,Beginner,Experienced,,Beginner,,,Beginner,,Beginner,Beginner,,Beginner,,Beginner,,,,,Beginner,,Beginner,Novice,,,Beginner,,,Experienced,,,,,,,,,Novice,Novice,Novice,,,Experienced,,,Beginner,,,,,,,,,
9756,Alessandro Fontana,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,7112,Alberto Conti,8533,Piattaforma Era,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,Raffaele Moretti,,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,9550,Valentina Marini,8137,Iniziativa Gabbiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,Daniela Marino,F,I&D,AI and Data Engineering,IT01PR45,MILANO,CONSULTANT,7112,Alberto Conti,8338,Piattaforma Orione,Data Analyst & Data Modeler,Experienced,Beginner,Beginner,,Beginner,,,Experienced,,,,,Experienced,,Experienced,,,,,Experienced,,Novice,,,,Beginner,,,,,,,,,,,,,,,,,Beginner,,,,,,,,,,,,
9418,Martina Moretti,F,I&D,AI and Data Engineering,IT01PR45,SALERNO,ANALYST CONSULTANT,9550,Valentina Marini,5749,Sistema Plutone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,Daniela Marino,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7740,Iniziativa Atena,Data Analyst & Data Modeler,Experienced,,,,,,,Experienced,,,,,Experienced,,,,,,,,,,,,,,Beginner,,,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,
9402,Laura Gallo,M,I&D,AI and Data Engineering,IT01PR45,MILANO,SENIOR CONSULTANT,9550,Valentina Marini,11132,Programma Demetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10427,Francesco Marino,M,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,9550,Valentina Marini,5749,Sistema Plutone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9286,Anna Santoro,F,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,7112,Alberto Conti,8269,Iniziativa Prometeo,Data Engineer & SW Developer/Specialist,Beginner,Beginner,,,,,,Beginner,,,,,Beginner,,Beginner,,,,,Beginner,,Novice,,,,,Beginner,,,Novice,,,,,,,,,,,,,,,,,,,,,,,,,
9387,Matteo Rinaldi,M,I&D,AI and Data Engineering,IT01PR45,MARCON,SENIOR CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,Giulia Giordano,F,I&D,AI and Data Engineering,IT01PR45,MARCON,CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Data Engineer & ETL Specialist,Master,,,,,,,Experienced,,,,,Experienced,,,,,,,,,,,,,,,,,Master,,,,,,,,,,,,,,,,,,,,,,,,,
9892,Chiara Fontana,F,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,8641,Piattaforma Andromeda,Data Engineer & SW Developer/Specialist,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Experienced,Novice,Experienced,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8584,Claudio Fontana,M,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,9550,Valentina Marini,10632,Iniziativa Ulisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,Giulia Giordano,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,7112,Alberto Conti,8641,Piattaforma Andromeda,Big Data Engineer,Experienced,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Experienced,,,,,,,,,,,,,,
9023,Andrea Santoro,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,9550,Valentina Marini,10636,Programma Nettuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9358,Francesco Mancini,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,9550,Valentina Marini,9117,Sistema Artemis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8781,Luigi Fontana,M,I&D,AI and Data Engineering,IT01PR45,MARCON,ANALYST CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Data Analyst & Data Modeler,Experienced,Beginner,Beginner,Novice,Beginner,Novice,Novice,Beginner,Beginner,Novice,Novice,Novice,Experienced,Novice,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8756,Riccardo Gallo,M,I&D,AI and Data Engineering,IT01PR45,BARI,CONSULTANT,9550,Valentina Marini,5749,Sistema Plutone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,Valentina Rinaldi,F,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7740,Iniziativa Atena,Data Engineer & ETL Specialist,Master,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Experienced,Beginner,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Beginner,Beginner,Novice,Novice,Experienced,Experienced,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
9286,Anna Santoro,F,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,10289,Programma Pegaso,Data Engineer & SW Developer/Specialist,Master,Novice,Beginner,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Master,Experienced,Beginner,Novice,Novice,Novice,Novice,Beginner,Beginner,Novice,Novice,Novice,Novice,Novice,Experienced,Beginner,Novice,Beginner,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
